,Place_ID,Place_Name,User,Review,Star
365,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Filipus Willy,"Santai di jogja di tengah bisnis, kegiatan seminar, kegiatan lainnya bolehlah kesini santai sejenak lepas mumet, boleh juga ngerenungin nasib, kalau mau nyerah sama kehidupan bisa langsung terjun bebas walau tidak disarankan.
Suasana malam mungkin bisa lebih enjoy? Tapi saya belum coba si. Nyantai di balkon lantai 2 anginnya kenceng, kalo kelamaan awas masuk angin, kalau bertemu dengan perokok mungkin bisa tertolong sama angin kencangnya.
Soal rasa memang relatif tapi menurut saya makanannya nikmat, dagingnya lembut, minumannya juga seger, benar2 mantap posisi untuk santai pas di seberang tugu cuma belum kesampaian aja buat nyicipin kopinya gimana? Mungkin enak juga kalo diukur dari makanan yg disajikan, parkiran baik motor maupun mobil jg tersedia, petugas ramah semua. Indoor pakai AC dan berasa dinginnya  jadi bukan AC formalitas, AC nya juga ga dingin lebay kok. Bagi yang suka jalan kaki mungkin nikmat juga kalau memang ada waktunya.
Cocok bgt buat makan sambil menikmati suasana perkotaan jogja. Bau2an ga jelas juga ga ada. Good service, good quality, equal price, hope can be there again! Thanks Kebon Ndalem Cofee & Eatery! You are amazing!",5
366,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,M n Rizal,"Tempat yg sangat strategis. Tepat berada di samping Tugu Jogja.
Rasa makanan enak hanya memang menurut saya belum WOW.
Parkir cukup mudah diakses, saran saya apabila ke sini datang sebelum pukul 18.30 dan bisa reservasi. Disarankan melakukan reservasi untuk dapat tempat paling nyaman untuk menikmati keramaian di Tugu Jogja.

Pelayanan cukup cepat dan ramah, dan harga terhitung murah untuk lokasi yg ditawarkan. Sensasinya luar biasa untuk seorang yg ingin menikmati suasana Jogja, mungkin tidak sama untuk semua orang.

Rasa makanan bukan yg sangat enak atau WOW tapi sudah terhitung enak. Pun yg dicari dari restoran ini adalah suasana dan pemandangannya menurut saya bukan hanya soal rasa makanan.",5
367,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Ratna Sari,"Tempatnya ramai, tapi cukup fast moving, jadi sabar aja kalau memang niat berkuliner ria dan menikmati view Tugu Yogya yang indah.

Makanan dan minumannya enak, saya pesan Sop Buntut, Teh Panas dan Kopi Boss (kopinya enak sekali), penyajian juga cepat, pelayannya cekatan.

Tersedia musholla walau kecil, hanya cukup untuk 1 orang. Toilet juga ada di lantai 2.",5
368,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Ika Shaliha Oktavia,"Lebih enak reservasi terlebih dahulu jika ingin makan disini, terutama pada waktu makan malam. Karena pada jam-jam tertentu akan sangat ramai dan sulit mendapatkan meja kecuali dibantu pramusaji.

Pilihan menunya beragam, mulai dari jajanan ringan sampai makanan berat. Minuman sehat pun tersedia. Harganya cenderung agak mahal namun jika ingin mendapatkan pengalaman pada indra kecap, tidak salah lagi untuk datang kemari.

Pelayanannya super ramah dan sat set. Tempatnya pun bersih. Untuk pembayaran bisa menggunakan tunai ataupun debit.",5
369,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Kholid Arofi,"Pertama kalinya ke sini dalam 10 tahun di jogja, ternyata beneran enak enak makanannya! 👌🏼 Nasgor sei sapi sambal ijonya enak! Roti sarikayanya juga. Secara suasana dan tempat, memang strategis sekali, di tengah land marknya jogja. Tempatnya cukup nyaman untuk dine in brg keluarga, buat nongkrong aman temen temen juga bisa. Servicenya oke bgt 👌🏼 overall memuaskan!",5
370,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Anita Witanto,"Sebagai turis,tertarik kesini karena terletak persis di depan tugu Jogja,berharap foto2 di lantai atas seperti yg sering lihat di medsos.
Namun saat weekend ternyata lantai paling atas penuh dan ternyata sangat sempit ,panas walaupun malam hari,dan tidak nyaman.
Lebih nyaman di lantai 1,di sini juga barista meracik kopinya,sehingga harum kopi di sini.
Pelayanan sangat baik.
Aneka juice nya enak,tidak terlalu manis,dan disajikan dengan gelas cantik.
Kekurangan terbesar di area parkirnya.Cukup sempit,dan hingga 2 kali tukang parkir meminta kita memindahkan mobil.",4
371,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Erlin Apriyani,"Lokasinya strategis di pinggir jalan dan deket banget sama Tugu Jogja. Untuk rasa makanan dan minuman, dicompare sama harga sih 6/10 ya. Tapi kalo untuk kongkow sama temen-temen enak sih, seru, karena tempetnya luas dan bisa lihat icon Jogja langsung. Pelayanan standard tapi pelayan kurang ramah. Lahan parkir juga lumayan untuk motor dan mobil.",5
372,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,dede satya,"Lokasi Kafe sangat strategis di area Tugu Jogja, area favorit di lantai atas.  menu cukup lengkap, minusnya ada pada tempat parkir yg terbatas, dan menu makanan minuman yg standar sperti kafe pada umumnya, tidak ada yang spesial",4
373,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Annisa Vidy,"Lokasi: Bagus, bersih, nyaman, layout ruangan dan meja kursi rapi banget.
Service: Semua crew ramah banget dan sumeh.
Durasi penyajian: Cepat (10-15 menit)
Rasa: Nasi bakar sei sapinya bedes banget ternyata, bumbu rempahnya mantap banyak banget, seinya agak alot, tapi kuah sopnya segerrrr.

Keren pokoknya, sayang ngga kebagian meja yang ada spot tugu Jogjanya.",5
374,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Tony Setiawan,"Uda sering ke Jogja pas weekend, tapi baru kemarin ke sini pas weekday. Ramai banget tempat nya. Bisa lebih ramai waktu weekend. Tempat nya bagus, makanan dan minumannya enak enak. Harga ny juga tidak terlalu mahal, wajar utk sekelas cafe di tengah kota. Menawarkan view yang langsung menghadap tugu jogja. Cafe nya oke banget, tapi parkirnya terbatas. Saran saya kalau ke sini pakai taxi online aja. Tapi overall okey banget experience yg di tawarkan.",5
375,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Asti Pinarti,"Finally.. bisa nyobain tempat ini jg, setelah sekian kalinya ke jogja. Biasanya tempat ini selalu full dan waiting list, kalo tampak luar rame penuh sesak, tapi ternyata ga selalu seperti itu. Biasanya lantai 1 dan lantai 2 dipenuhin dulu, nah kalo udah penuh sampe luber2, baru mereka membuka lantai 3 nya :)
Makanannya enak ya (beneran!). Minumannya juga. Worth the price banget sih. Apalagi dengan view dan suasananya yg kyk gini.
Kesulitannya cuma satu kalo kesini: cari parkirannya! :))",5
376,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Yudha Raditya Sosiologi,"Nyaman si tempatnya, kalo mau di atas balkon harus reservasi dulu, asik juga buat ngerjain tugas atau nongkrong bareng temen temen, sambil liat hiruk pikuknya kota jogja yang selalu ngangenin",5
377,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Linggo Ajip,"Pilihan cafe untuk pelancong yang ingin menikmati landmark tugu jogja.

Tersedia area parkir mobil dan motor di halaman cafe, karena posisi cafe di hook simpang tugu jogja untuk tamu dengan mobil lebih mudah masuk parkir cafe dari arah barat atau timur simpang, kalau dari arah utara harus berputar u-turn di tugu jogja, karena ada separator jalan.

Bangunan terdiri dari 3 lantai,
Lantai pertama area kitchen bar dan kasir, ada beberapa meja makan, dan area oleh-oleh dan souvenir.
Lantai kedua, area makan yang cukup nyaman, terbagi area indoor yang non smoking dan area outdoor untuk smoker, area outdoor ini favorite nya pengunjung yang mau selfie bareng tugu jogja.
Lantai ketiga, saya belum sempat akses karena saat berkunjung masih ditutup.

Makanan dan minuman yang ditawarkan cukup variatif, ada varian minuman kopi, hingga fresh juice, untuk makanan mulai yang ringan seperti pisang goreng hingga sop buntut.
Untuk cafe menurut saya harga pricey. Untuk minuman waktu penyajian normal, namun untuk makanan cenderung lama, padahal kunjungan tamu tidak ramai.

Untuk tamu dengan anak balita tersedia booster chair, dan area makan tamu cukup kid friendly bagi anak-anak untuk eksplor, terutama lantai dasar, AC lebih terasa dingin dibanding lantai kedua.",3
378,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,imam alas,Tempat nongkrong makan minum hangout nugas dan lainnya yang sangat syahdu berkesan. Lokasinya di samping persis Tugu Jogja sehingga dapat menikmat aneka makanan dan minuman dengan pemandangan Tugu Jogja yang menawan. Makanannya dan minumannya memiliki cita rasa yang diatas rata - rata sehingga dengan harga yang seperti itu juga sangat worth it. Fasilitas parkir dan kamar mandi juga sangat memadai. Wajib mencoba kalau berkunjung ke Jogja,4
379,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Hengky SiPutra,"Tempat nongkrong yang cozy dengan view langsung ke Tugu Yogyakarta. Suasana jalanan jogja yang selalu punya cerita menarik, dengan segala keramaiannya, bisa dilihat dari beberapa spot outdoor di cafe ini. Ada pilihan indoor juga dengan interior yang fotoable dibanyak sisinya.

Makanannya lengkap, walaupun harganya lumayan. Tapi rasa makanannya enak-enak.",5
380,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,diyan oke,"Tmptny nyaman. Pemandangannya langsung tugu jogja. Hrgny standar hrg² coffe shop dijakarta. Untuk pecinta kopi, cold brew terlalu asam. Kurang enak untuk dinikmati. Untuk snack bite nya enak. Favorit sy makanan mirip sate ayam tp dikasih tepung. Itu enak bgt.",4
381,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Iksan Mahar,"Salah satu tempat ngopi hits dengan pandangan Tugu Jogja. Kalau malam rame dan tempat makan outdoor di lantai dua selalu penuh.

Untuk parkiran motor cukup luas. Dengan ada dua petugas parkir.

Makanan tersedia menu nusantara dan western. Harga makanan di restoran ini jelas dua kali lipat dibandingkan harga makanan normal di Jogja.

Jadi, targetnya memang turis. Dan menjual vibes pemandangan tugu Jogja yang ikonik.",5
382,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Brigitta Raras,"Tempat cukup nyaman, lokasinya mudah diakses ya, interior kursi mejanya juga cukup ok

makanannya cukup enak. Tapi buat aglio olionya ini kayak udh disesuain sama orang Indo karena rasa garlic sama olive oilnya udh agak ketutup sama bumbu pedesnya mungkin idk. Tapi overall oke lahh👍🏻👍🏻 mungkin masakan Indo atau jawanya lebih enak

Star rabbit tanpa gula 5/5⭐
Aglio olio 4/5⭐
Pancake 4/5⭐

Pelayanan5/5⭐
Toilet 4/5⭐ (toilet digabung laki2 dan perempuan)",5
383,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Azie Forest,"Asyik buat nongkrong bersama keluarga atau calon keluarga.
Saran : area balkon nya ditambah. Atau buatkan spot photo dengan BG tugu. Sehingga tidak mengganggu yang lagi dimeja dan tidak menghambat yang pengen selfie dengan BG tugu. Cukup 1x1 dikosongkan dr meja atau tamu. bisa digunakan untuk potret bg Tugu. Bakal jadi materi promosi juga. Ditunggu realisasi nya,",5
384,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Ahmad,"Salah satu - mungkin satu-satunya - kafe yang bisa buat nyantai sambil menikmati View tugu Yogya dari dekat. Lokasinya persis berada du salah satu sudut simpang tugu.
Karena lokasinya yang strategis, cukup beralasan kalau tempat ini ramai pengunjung. Kalau mau berburu spot tugu dalam kondisi sepi, bisa ke sini pas siang hari. Kalau pas panas, area teras luar dijamin kosong jadi bisa bebas berfoto.
Untuk menu, saya coba kopi susu gula arennya enak banget.
Harga relatif di atas rata-rata.
Selebihnya bagus.",5
385,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,fahrudin zaenuri,"Tempat Nongkrong yg Sangat Bagus deket Sama Tugu Jogja, Makanan n Minuman juga Lumayan Enak. Kalau Mau Reservasi Bisa dan Dapat Tempat di Lantai 3. Kalau mau pesen makanan panggil Pegawainya, pembayaran di Awal n bisa bayar di Meja Makan..",4
386,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Eka Rizqi Amaliyah,"Tempat strategis, cocok banget buat bersantai sambil liat view tugu Jogja sambil foto-foto.

Tersedia indoor dan outdoor. Lantai 1 dan 2. Tempatnya nyaman, tersedia tempat shalat walaupun kecil. Tempat bersih. Pelayanan ramah.

Tersedia banyak pilihan menu dari menu utama, Snack dan aneka minuman.",5
387,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Cahya Ramadani,"staffnya super ramah dan wifinya kenceng banget. makanannya juga enak enak dan comfort place banget buat work from cafe. but mushollanya kecil banget ya dan lil bit pengap, at least kasi AC atau ventilasi biar nggak bau apek. overall good buat tempatnya.",5
388,ChIJj9cfEiVZei4RvtOqDmIKyVE,Kebon Ndalem Coffee & Eatery,Ica Wardani,"Saat pertama datang dengan tergopoh-gopoh membawa koper, langsung disambut hangat oleh Mbak-mbak dan ditawari untuk menitipkan barang bawaan 🥹🤍 Pegawainya tanggap dan responsif, pelayanan Oke banget!

Untuk makanan dan minuman yang saya pesan juga uenakkk. Nasi dan sei sapinya kaya akan rempah, ditambah pemandangan Tugu Yogyakarta yang membuat suasana jadi lebih nikmat 🤍

Sayangnya tempat solat hanya bisa diisi oleh 1 orang, benar-benar sempit 🥺",4
389,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Ridwan Sank,"Sate Saikoronya enak, juicy dan pilih tipe kematangannya medium cook. Akan lebih mantap lagi kalo racikan black pepper nya seperti di *bub* Steak. Pelayanannya chef nya friendly n ramah, plus ada yang bikin seger dengan senyuman khas Jogja dari mbak nya😊.
Cemilan rekommended dan higienis kalo liburan ke Jogja.
Lokasi strategis dekat alun2 kidul Jogja dan parkiran mobil.",5
390,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Ardie Setyojati,Sate Saikoro dan Sate Beef Rollnya mantap banget ditambah bumbunya ada pilihan rasa macem2 👍👍👍,5
391,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Foodcourt Kampung Langenastran,"Kedai BeBeQi ada di Foodcourt Kampung Langenastran, menu bebakarannya menarik karena punya konsep yang berbeda dengan yang lain 😍 …",5
392,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Wow Banten,"Liburan akhir tahun mampir kesini
Bakaran daging sapinya enak gilaaa",5
393,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,The Journey Of Jogja,"Iga bakarnya beda sama yang lain.. baru ini nemu iga bakar dengan varian rasa ada ori, sapi panggang, lada hitam.. mantappp bangettt 👍 …",5
394,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Andini Sukadari,"Favoritku beef roll, saikoro, & iga bakar saus lada hitam. Kalo sosis bakarnya selalu pakai yang saus sapi panggang. Top lah, 👍👍👍👍",5
395,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Zuppa Lova,Sate Saikoro terenak di Jogja,5
396,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Uchie Haeruddin,,5
397,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,Flea Kkm,,5
398,ChIJrWxw2RBXei4Rfc1WYdsDe2Q,Kedai BeBeQi Saikoro,RSY,,4
399,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Kholid Ibnu Adnan,Cocok porsinya pas buat makan bersama temen2 atau keluarga mantap,5
400,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Dwi Wulan Saraswati,Strategis bgt nih tempatnya. Mukidiiii 😍😍favorit anak2 ma keluargaa.. kuahnya segerrr.,5
401,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Adi lezatos,"Mantap masakannya, pelayanannya Ramah ramah. Recommended pokoknya",5
402,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,aditya putratama,"Tempat bersih, harga bersahabat, rasa nya nagih bangett .",5
403,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Rama Ardana,"mukidi dan sukinya mantapp bangett, tempatnya juga bersih dan pelayanan ramah👍 …",5
404,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Warung makan Bu susi,"Mantapp ni,cabang nya gale yaa👍👍 …",5
405,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Sigit galiarta,Grill &suki nya mantepp bgt🔥🔥 …,5
406,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Kevin Fernanda,Tempat bersih makanan enak,5
407,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,dewi purnaningsih,Enak banget,5
408,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Prasetyo Putro,Enaak bangeet,5
409,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Zulkarnain Ibrahim,Maknyus … 👌 …,5
410,ChIJMw6Ee0JZei4RRSLB5zVtCuE,Kedai Darling 02 Lor Tugu,Albertus Anwar,Tempat Yang Bagus Makanan Yang Baik,5
411,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Minnadia Sistiadwi,"(+)
- lokasi strategis dari wisatawan
- one stop shopping, belanja oleh-oleh sekalian nongkrong utk menikmati gelato atau kopi
- menunya variatif, coffee & non coffee lengkap, ada snack & makanan berat juga
- tempatnya cukup nyaman (kemarin saya di lt. 2), ada smoking area di balkonnya, kece juga
- rekomen kopi pistachionya, rasanya unik!! 5/5✨

(-)
- brulee bomb yg saya pesen, dalamnya masih dingin🙏🏻 kemungkinan menggoreng dgn api terlalu besar/saat minyak belum begitu panas tapi makanan sudah dimasukkan ke penggorengan
- alat makan utk snacknya menggunakan sendok kecil, sepertinya lebih cocok dgn garpu kecil
- pelayanannya 50:50. Cukup jelas menerangkan ttg menu, tapi mungkin kemarin waktu saya kesana seperti terburu2 dalam melayani, jd kurang perhatian ke customer🙏🏻",4
412,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ony Hansyah,Ngopi pagi di rooftop rasanya unik dan enak. Pelayanan memuaskan baristanya menjelaskan menu2 yang ditanya dg cukup baik. Harga standar cafe2 kekinian.,5
413,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ratih Buwono,"Suka lo disini, tempatnya enak, ada rooftopnya, gak rame, nasgornya juara..
Minumnya asem tapi, padahal udah ditanya katanya manis, hehe..
Pengen kesini lagi..",4
414,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Eka Anjarasmara,"Nyobain ke sini karena sering lewat jln Mangkubumi. Sukak bgt sm pelayanannya, pertama masuk langsung di sambut mbak2 kasir nan ramah.

Tempatnya nyaman dan asik utk menikmati senja dari rooftop, dan nyaman juga utk nugas di lantai 2 dgn smoking area juga.
Harga menu ramah dikantong, pelayanan cepet, rasa makanan & minuman enak dan porsi nya pas.

Nyobain pesen iced coffie aren rasanya pas bgt di lidah dgn harga 28rb nett. Hihi cukup murah menurutku

Overall first time ke sini aku cocok krn tempatnya nyaman dan harga pas dikantong. Bakal jadi list coffee shop favorit ku sih ini.

Makasih lokio cafe. Bakal balik lagi ke sini ☺️😊",5
415,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Sito Hapsari,"Tempat yang enak buat ngopi dan ngobrol, lokasi di pusat kota, dekat dengan Tugu Pal Putih.
Kopinya mantap, makanan dan cemilan untuk teman ngopi juga enak, dengan harga yang terjangkau. Menu makanan dan minuman cukup beragam, ada kopi dan nkn kopi, makanan ringan seperti gorengan sampai yang berat seperti nasi goreng atau bakmi.
Ada 2 lantai, yg atas open space (tdk punya fotonya, hehee). Tempat tidak terlalu luas, lebih nyaman saat tidak terlalu ramai.

Toilet juga tersedia di bagian belakang.",4
416,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Nunuk Ambarwati,"Berada di titik strategis kota Yogyakarta, dekat banget sama Tugu Yogya. Mampir disini bisa sekalian jalan jalan menikmati ambience Tugu Yogya dan sekitarnya.

Kedai Kolega disini menunya sama dengan Kedai Kolega di Gedongkuning. Konsepnya juga hampir sama, ada store Dagadu nya, kafe, tempat nongkrong. Cuman memang lebih sempit daripada di Gedongkuning. Parkir mobil akan kesulitan. Mending kendaraan roda dua atau pakai kendaraan online saja. Instagramable juga. Banyak spot keren yang dihiasi dengan mural juga colorful.

Jam bukanya asik banget, jam 7 pagi udah buka. Jadi mau cari sarapan bisa banget. Nongkrong pagi” juga asik, karena masih sepi.  Ruangan ber AC nya akan lebih banyak daripada outdoor (smoking area). Ada ruang meeting imut juga bisa untuk 8 orang saja deh. Terdiri dari 2 lantai. Lantai bawah agak lebih sempit, include Kitchen. Lantai dua lebih leluasa dan ada buku buku bacaan yang bisa dibaca ditempat.

Stafnya ramah. Wifi oke, AC juga dingin banget. Stop kontak juga mudah di beberapa colokan listrik tempat duduk, selebihnya tidak dekat dengan colokan listrik.

Karena kesana pas masih finishing renovasi, maka masih ada beberapa tukang yang bekerja wira wiri, bahkan sofa sofa masih dicover plastik (karena baru).",4
417,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Akun Promo Jogja,"Hai KawanLokio!
Happy Chinese New Year!

Imlek-an bakal makin cuan dengan promo dari Lokio Cafe nih! Cocok buat ngumpul bareng!🏮

Dari tanggal 22-31 Januari 2023, kamu bisa mendapatkan potongan 20% untuk menu makanan dan minuman di Lokio lhoo!

Yuk ajak teman atau keluarga kamu sekarang!

Promo ini berlaku dine in dan take away ya!

Jangan sampai kamu ketinggalan~

*more info follow us @repostpromojogja",5
418,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ardhya Putra,"Tempat ngupi yang menarik, tempatnya deket tugu, jadi satu sama dagadu, sebelahan tp jadi satu.

Harga mahasiswa, pelayanannya ramah, ambiencenya oke juga. Buat nugas enak ato mongs di bean bag lantai atas juga sabii.

Ada outdoor yg ada bean bagnya, keren sih.
Kamar mandi juga bersih. Parkir motor oke, kalo mobil kayaknya parkir diseberang deh.",5
419,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Nieta Firda,"Coffeshop dengan konsep shopping center oleh - oleh Kaos Jogja dengan brand terkenal Dagadu Djogja.

Lokasi di pinggit jalan utama selatan Tugu Jogja. Cocok untuk ngopi sembari menikmati suasana Jogja. Untuk wisatawan bisa sekalian beli kaos buat oleh - oleh.

Harga kopinya standart & rasanya cukup enak buat aku yg bukan pecinta kopi. Cocok buat nongkrong sama teman.",5
420,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Marsa Misha,"Tempat nyaman , pisang nya enak, onion ring keras dan onionnya tipis kecil,plating keren ,kopi enak , sayang cuma 1 toilet cuma ada 1.jadinya antri terus pindah ke sebelah ""Dagadu""  terus udah nulis pesenan dengan benar sesuai di list menu dan pic nya,, eeh dikasihnya salah😁
Tapi good job deh service nya, komplain lgsg diganti free.yang salah bahkan tidak diminta..👍👍",4
421,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Freni Yulianti,"Untuk gelato 2scoop dengan cone, harga Rp 35.000 hitungannya mahal sih karna dapatnya sedikit banget untuk gelatonya, conenya juga kecil. Dibanding dengan outlet lain di harga yang sama.",3
422,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ameliaa,yg bagian atasnya cute bgt tempatnya:)) deket bgt juga sama tugu jadi bisa sekalian. waktu itu ordernya onion ring sama creamcheese coffee and enaaaakkk!,5
423,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Nasirullah Sitam,"Buka jam 7 pagi, bisa pesan americano, latte, ataupun es pisu (andalannya). Kalau pagi sampai siang banyak pesepeda. Bagi yang suka kerja, bisa di lantai dua.",5
424,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Agustina Purwantini,Menarik buat menikmati Jogja dari ketinggian.,5
425,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,tyas anim,".
Kedai Kopi baru di Jogja.. 'Kolega'.
Posisinya pinggir jalan banget cuy, hmm di jalan mangkubumi~ sekitar depan hotel 1O* Jogja. Kedai kopi ini masih 1 turunan sama Dagadu Djogja, sampingan pula letaknya. Jadi yg ibu2 n anak2 bisa belanja kaos sementara bapak nungguin sambil ngopi, syahdu kann..😍.

Bicara2 soal harga, harganya msh standar kopi di Jogja. Yg menarik, kalau pagi jam 7-10,  ada promo harga 10k, lumayan kann.

Soal rasa, boleh dicobain deh 👍
Termasuk enak menurut saya..

Cuma tempat aja agak kurang 'asik' buat nongkrong lama. Kurang santuyyy..😋

Yuk cobain, ada makanan juga n menu selain kopi kok, misal es timun serut atau fresh juice gitu..

Semoga membantu..👍
Selamat ngopiiii...☕🍵",5
426,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Local 101 (Legend),"Kalo mau ngopi pagi pagi sambil menikmati tugu jogja bisa disini. Kopinya lengkap. Dan harganya ekonomis sekali.

Jam 7 pagi sudah buka. Lokasinya jadi satu dengan store dagadu jogja. Tepatnya diselatan pos polisi tugu sebelah kiri jalan. Tersedia parkir luas untuk motor dan mobil bahkan minibus pun cukup.

Tempatnya lumayan luas dan lenggang. Ada lokasi outdoor untuk yg merokok.
Tidak ada wifi karena ini sebenernya cm coffee shop yg nyempil di toko dagadu. Jadi sambil belanja bisa skalian ngopi ngopi.",5
427,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Youri Rock,"Kopinya khas banget, coffeeShop andalan apalagi nyobain Mie lethek nya. Nggak ada tandingan..",5
428,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Zaki Hatmanda,Tempat yg ideal untuk bersantai di week end pagi. Outdoor cafe sambil menikmati suasana Jogja,5
429,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ainur Rofik,"Kopi enak, mantab, lokasi jos, tempat kumpul para cyclist",5
430,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Tanti Idayati,"Nasi gorengnya enak, harganya relatif mursh dibanding kafe² sejenis lain",5
431,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Supartono Muhammad,Tempat nongkrong yang nyaman,5
432,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Laras Charis,"Playlistnya cocok 👍👍👍
Pegawainya ramah ❤️❤️❤️ …",5
433,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,Ben V,"Ada promo kopi tiap pagi, cuma 10K",4
434,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,bagus bagus,tempat nongkrong enak di dekat tugu jogja,5
